Embedding-based	Giggle-legacy
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_ZNF_genes_and_repeats	GM12878_Lymphoblastoid_Heterochromatin
K562_Leukemia_Genic_enhancers	Fetal_Lung_Bivalent_Poised_TSS
Right_Atrium_Active_TSS	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Enhancers	ES_I3_Cell_Line_Flanking_Bivalent_TSS_Enh
Fetal_Adrenal_Gland_Enhancers	Brain_Inferior_Temporal_Lobe_Weak_transcription
Muscle_Satellite_Cultured_Cells_Genic_enhancers	Skeletal_Muscle_Female_Flanking_Bivalent_TSS_Enh
CD19_Primary_Cells_Cord_BI_Weak_Repressed_PolyComb	Lung_Transcr_at_gene_5_and_3
CD8_Memory_Primary_Cells_Repressed_PolyComb	HUES6_Cell_Line_Flanking_Bivalent_TSS_Enh
CD3_Primary_Cells_Peripheral_UW_Enhancers	Skeletal_Muscle_Male_Transcr_at_gene_5_and_3
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Enhancers	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Transcr_at_gene_5_and_3
Right_Ventricle_Active_TSS	HMEC_Mammary_Epithelial_Weak_transcription
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Enhancers	Spleen_Transcr_at_gene_5_and_3
Rectal_Mucosa.Donor_31_Weak_Repressed_PolyComb	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Active_TSS
Adult_Liver_Enhancers	Fetal_Kidney_Bivalent_Poised_TSS
HUVEC_Umbilical_Vein_Endothelial_Cells_Enhancers	Fetal_Brain_Male_Flanking_Active_TSS
A549_EtOH_0.02pct_Lung_Carcinoma_Genic_enhancers	Adult_Liver_Weak_transcription
CD8_Naive_Primary_Cells_Genic_enhancers	Peripheral_Blood_Mononuclear_Primary_Cells_Transcr_at_gene_5_and_3
4star_Active_TSS	Muscle_Satellite_Cultured_Cells_Active_TSS
Fetal_Intestine_Large_Genic_enhancers	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Active_TSS	IMR90_Cell_Line_Transcr_at_gene_5_and_3
CD56_Primary_Cells_Enhancers	Fetal_Placenta_Flanking_Active_TSS
HMEC_Mammary_Epithelial_ZNF_genes_and_repeats	Fetal_Intestine_Large_Transcr_at_gene_5_and_3
CD4_Memory_Primary_Cells_Repressed_PolyComb	Skeletal_Muscle_Female_Bivalent_Poised_TSS
H9_Derived_Neuron_Cultured_Cells_Enhancers	Adipose_Nuclei_Transcr_at_gene_5_and_3
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_ZNF_genes_and_repeats	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Active_TSS
CD4_Naive_Primary_Cells_Repressed_PolyComb	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Transcr_at_gene_5_and_3
Small_Intestine_ZNF_genes_and_repeats	HMEC_Mammary_Epithelial_Active_TSS
Peripheral_Blood_Mononuclear_Primary_Cells_Weak_Repressed_PolyComb	CD56_Primary_Cells_Transcr_at_gene_5_and_3
Left_Ventricle_Weak_Repressed_PolyComb	H1_Derived_Mesenchymal_Stem_Cells_Flanking_Bivalent_TSS_Enh
Brain_Anterior_Caudate_Active_TSS	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Flanking_Active_TSS
Fetal_Intestine_Small_ZNF_genes_and_repeats	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Weak_transcription
A549_EtOH_0.02pct_Lung_Carcinoma_Weak_Repressed_PolyComb	CD4pp_CD25__Th_Primary_Cells_Transcr_at_gene_5_and_3
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Genic_enhancers	Peripheral_Blood_Mononuclear_Primary_Cells_Flanking_Active_TSS
Mobilized_CD34_Primary_Cells_Female_Genic_enhancers	Pancreas_Flanking_Active_TSS
Breast_Myoepithelial_Cells_Transcr_at_gene_5_and_3	Duodenum_Mucosa_Bivalent_Poised_TSS
Lung_Active_TSS	Colonic_Mucosa_Flanking_Bivalent_TSS_Enh
HepG2_Hepatocellular_Carcinoma_ZNF_genes_and_repeats	CD8_Naive_Primary_Cells_Transcr_at_gene_5_and_3
Brain_Cingulate_Gyrus_Active_TSS	Esophagus_Active_TSS
Thymus_Active_TSS	HUES48_Cell_Line_Bivalent_Poised_TSS
Stomach_Mucosa_Active_TSS	Monocytes_CD14pp_RO01746_Bivalent_Poised_TSS
HSMM_Skeletal_Muscle_Myoblasts_Weak_Repressed_PolyComb	Fetal_Intestine_Small_Active_TSS
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Enhancers	HMEC_Mammary_Epithelial_Transcr_at_gene_5_and_3
CD8_Naive_Primary_Cells_Weak_Repressed_PolyComb	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Genic_enhancers
Peripheral_Blood_Mononuclear_Primary_Cells_ZNF_genes_and_repeats	Breast_Myoepithelial_Cells_Flanking_Bivalent_TSS_Enh
CD8_Memory_Primary_Cells_Genic_enhancers	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Transcr_at_gene_5_and_3
Fetal_Intestine_Large_ZNF_genes_and_repeats	HMEC_Mammary_Epithelial_Bivalent_Enhancer
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_ZNF_genes_and_repeats	NHEK_Epidermal_Keratinocytes_Transcr_at_gene_5_and_3
HMEC_Mammary_Epithelial_Genic_enhancers	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Bivalent_Enhancer
Esophagus_Active_TSS	Fetal_Adrenal_Gland_Bivalent_Poised_TSS
Rectal_Mucosa.Donor_29_Weak_Repressed_PolyComb	Peripheral_Blood_Mononuclear_Primary_Cells_Active_TSS
Rectal_Smooth_Muscle_Active_TSS	IMR90_Cell_Line_Active_TSS
Colonic_Mucosa_ZNF_genes_and_repeats	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Active_TSS
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_ZNF_genes_and_repeats	Right_Ventricle_Transcr_at_gene_5_and_3
iPS_DF_19.11_Cell_Line_Repressed_PolyComb	Mobilized_CD34_Primary_Cells_Male_Transcr_at_gene_5_and_3
IMR90_Cell_Line_Genic_enhancers	CD4_Naive_Primary_Cells_Transcr_at_gene_5_and_3
CD3_Primary_Cells_Cord_BI_Enhancers	iPS_18_Cell_Line_Bivalent_Poised_TSS
Fetal_Placenta_Enhancers	Placenta_Amnion_Weak_transcription
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_ZNF_genes_and_repeats	iPS_DF_19.11_Cell_Line_Transcr_at_gene_5_and_3
Pancreatic_Islets_ZNF_genes_and_repeats	Spleen_Flanking_Active_TSS
NHLF_Lung_Fibroblasts_Genic_enhancers	Adipose_Nuclei_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_ZNF_genes_and_repeats	Brain_Anterior_Caudate_Bivalent_Poised_TSS
Brain_Inferior_Temporal_Lobe_Active_TSS	Fetal_Muscle_Leg_Transcr_at_gene_5_and_3
Skeletal_Muscle_Male_ZNF_genes_and_repeats	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Weak_transcription
NHEK_Epidermal_Keratinocytes_Active_TSS	CD34_Cultured_Cells_Transcr_at_gene_5_and_3
CD19_Primary_Cells_Cord_BI_Enhancers	Brain_Anterior_Caudate_Transcr_at_gene_5_and_3
Rectal_Mucosa.Donor_31_ZNF_genes_and_repeats	Psoas_Muscle_Flanking_Active_TSS
NHDF_Ad_Adult_Dermal_Fibroblasts_Genic_enhancers	Fetal_Brain_Female_Transcr_at_gene_5_and_3
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Enhancers	Pancreas_Transcr_at_gene_5_and_3
Brain_Hippocampus_Middle_Active_TSS	Brain_Cingulate_Gyrus_Transcr_at_gene_5_and_3
Fetal_Adrenal_Gland_ZNF_genes_and_repeats	Fetal_Brain_Female_Weak_transcription
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Enhancers	Aorta_Flanking_Active_TSS
Fetal_Brain_Female_Active_TSS	Brain_Hippocampus_Middle_Transcr_at_gene_5_and_3
NHDF_Ad_Adult_Dermal_Fibroblasts_ZNF_genes_and_repeats	K562_Leukemia_Bivalent_Poised_TSS
HeLa_S3_Cervical_Carcinoma_Active_TSS	Fetal_Brain_Male_Active_TSS
Adipose_Nuclei_Genic_enhancers	Placenta_Amnion_Bivalent_Enhancer
Stomach_Mucosa_Enhancers	Fetal_Lung_Active_TSS
ES_I3_Cell_Line_Bivalent_Poised_TSS	Adult_Liver_Bivalent_Poised_TSS
CD4_Naive_Primary_Cells_Enhancers	Spleen_Repressed_PolyComb
Fetal_Lung_Active_TSS	CD8_Naive_Primary_Cells_Bivalent_Enhancer
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Genic_enhancers	Breast_vHMEC_Transcr_at_gene_5_and_3
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Weak_Repressed_PolyComb	Gastric_Repressed_PolyComb
NHEK_Epidermal_Keratinocytes_Enhancers	Skeletal_Muscle_Female_Transcr_at_gene_5_and_3
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Genic_enhancers	NHLF_Lung_Fibroblasts_Transcr_at_gene_5_and_3
Fetal_Muscle_Trunk_Active_TSS	Pancreatic_Islets_Enhancers
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Weak_Repressed_PolyComb	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Transcr_at_gene_5_and_3
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Strong_transcription	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Weak_transcription
Fetal_Lung_Enhancers	Placenta_Amnion_Transcr_at_gene_5_and_3
CD3_Primary_Cells_Cord_BI_Weak_Repressed_PolyComb	Brain_Hippocampus_Middle_Bivalent_Poised_TSS
GM12878_Lymphoblastoid_Genic_enhancers	H1_Cell_Line_Flanking_Active_TSS
Placenta_Amnion_Active_TSS	Fetal_Placenta_Transcr_at_gene_5_and_3
Osteoblasts_Genic_enhancers	CD8_Memory_Primary_Cells_Transcr_at_gene_5_and_3
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Active_TSS	Rectal_Mucosa.Donor_31_Transcr_at_gene_5_and_3
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_ZNF_genes_and_repeats	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Transcr_at_gene_5_and_3
Colon_Smooth_Muscle_Genic_enhancers	Fetal_Adrenal_Gland_Flanking_Bivalent_TSS_Enh
Fetal_Muscle_Leg_Active_TSS	CD4_Memory_Primary_Cells_Transcr_at_gene_5_and_3
4star_ZNF_genes_and_repeats	Breast_Myoepithelial_Cells_Transcr_at_gene_5_and_3
Stomach_Mucosa_Genic_enhancers	Colon_Smooth_Muscle_Transcr_at_gene_5_and_3
HMEC_Mammary_Epithelial_Active_TSS	Osteoblasts_Bivalent_Poised_TSS
IMR90_Cell_Line_ZNF_genes_and_repeats	ES_WA7_Cell_Line_Active_TSS
Dnd41_TCell_Leukemia_Enhancers	Brain_Inferior_Temporal_Lobe_Transcr_at_gene_5_and_3
CD8_Memory_Primary_Cells_Enhancers	CD3_Primary_Cells_Cord_BI_Transcr_at_gene_5_and_3
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Enhancers	Osteoblasts_Transcr_at_gene_5_and_3
iPS_15b_Cell_Line_ZNF_genes_and_repeats	Brain_Cingulate_Gyrus_Weak_transcription
HSMM_Skeletal_Muscle_Myoblasts_Enhancers	Brain_Mid_Frontal_Lobe_Transcr_at_gene_5_and_3
Fetal_Placenta_ZNF_genes_and_repeats	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3
GM12878_Lymphoblastoid_Active_TSS	Stomach_Mucosa_Transcr_at_gene_5_and_3
CD8_Memory_Primary_Cells_Active_TSS	HSMM_Skeletal_Muscle_Myoblasts_Transcr_at_gene_5_and_3
Brain_Hippocampus_Middle_Genic_enhancers	Ovary_Transcr_at_gene_5_and_3
CD34_Primary_Cells_Enhancers	NH_A_Astrocytes_Active_TSS
Neurosphere_Cultured_Cells_Cortex_Derived_Genic_enhancers	Colonic_Mucosa_Weak_transcription
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Genic_enhancers	Ovary_Bivalent_Enhancer
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Enhancers	NHEK_Epidermal_Keratinocytes_Active_TSS
Fetal_Adrenal_Gland_Active_TSS	Rectal_Mucosa.Donor_29_Weak_transcription
Esophagus_Repressed_PolyComb	Pancreas_Bivalent_Poised_TSS
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3
Fetal_Brain_Male_Enhancers	Brain_Germinal_Matrix_Genic_enhancers
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Transcr_at_gene_5_and_3	CD14_Primary_Cells_Genic_enhancers
Stomach_Smooth_Muscle_Genic_enhancers	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Bivalent_Enhancer
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Repressed_PolyComb	Spleen_Bivalent_Poised_TSS
Pancreas_Active_TSS	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Weak_transcription
Mobilized_CD34_Primary_Cells_Male_Flanking_Active_TSS	Fetal_Muscle_Trunk_Transcr_at_gene_5_and_3
Fetal_Stomach_Enhancers	H9_Cell_Line_Bivalent_Enhancer
Mobilized_CD34_Primary_Cells_Male_Genic_enhancers	Brain_Inferior_Temporal_Lobe_Bivalent_Poised_TSS
HUES64_Cell_Line_Bivalent_Poised_TSS	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Bivalent_Enhancer
Muscle_Satellite_Cultured_Cells_Active_TSS	Fetal_Intestine_Small_Weak_transcription
HUES64_Cell_Line_Enhancers	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Transcr_at_gene_5_and_3
Gastric_Active_TSS	Breast_vHMEC_Flanking_Active_TSS
Fetal_Stomach_ZNF_genes_and_repeats	iPS_DF_6.9_Cell_Line_Bivalent_Enhancer
H9_Derived_Neuron_Cultured_Cells_ZNF_genes_and_repeats	HeLa_S3_Cervical_Carcinoma_Weak_transcription
K562_Leukemia_ZNF_genes_and_repeats	HSMM_Skeletal_Muscle_Myoblasts_Heterochromatin
Muscle_Satellite_Cultured_Cells_Enhancers	Muscle_Satellite_Cultured_Cells_Transcr_at_gene_5_and_3
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Transcr_at_gene_5_and_3	Fetal_Brain_Female_Genic_enhancers
Rectal_Smooth_Muscle_ZNF_genes_and_repeats	Adult_Liver_Active_TSS
Muscle_Satellite_Cultured_Cells_ZNF_genes_and_repeats	Fetal_Brain_Female_Bivalent_Poised_TSS
Right_Atrium_Weak_Repressed_PolyComb	Adipose_Nuclei_Weak_transcription
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Active_TSS	Rectal_Mucosa.Donor_31_Weak_transcription
Right_Atrium_Repressed_PolyComb	Gastric_Transcr_at_gene_5_and_3
Skeletal_Muscle_Female_Enhancers	Fetal_Stomach_Bivalent_Poised_TSS
iPS_18_Cell_Line_Enhancers	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_ZNF_genes_and_repeats
Fetal_Thymus_Transcr_at_gene_5_and_3	CD4_Naive_Primary_Cells_Bivalent_Enhancer
Fetal_Thymus_Active_TSS	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS
Osteoblasts_ZNF_genes_and_repeats	CD15_Primary_Cells_Genic_enhancers
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Enhancers	Brain_Substantia_Nigra_Transcr_at_gene_5_and_3
Osteoblasts_Enhancers	Fetal_Stomach_Active_TSS
IMR90_Cell_Line_Enhancers	Fetal_Stomach_Flanking_Bivalent_TSS_Enh
Skeletal_Muscle_Female_ZNF_genes_and_repeats	Stomach_Mucosa_Weak_transcription
Brain_Cingulate_Gyrus_Genic_enhancers	Fetal_Heart_Bivalent_Poised_TSS
CD4_Naive_Primary_Cells_Active_TSS	Monocytes_CD14pp_RO01746_Weak_transcription
Fetal_Lung_ZNF_genes_and_repeats	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Flanking_Active_TSS
Monocytes_CD14pp_RO01746_Flanking_Active_TSS	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_ZNF_genes_and_repeats
Spleen_Genic_enhancers	Brain_Angular_Gyrus_Weak_transcription
CD4_Memory_Primary_Cells_Active_TSS	Psoas_Muscle_Bivalent_Enhancer
Brain_Mid_Frontal_Lobe_ZNF_genes_and_repeats	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Weak_transcription
HUES48_Cell_Line_Enhancers	CD34_Cultured_Cells_Heterochromatin
Mobilized_CD34_Primary_Cells_Male_Enhancers	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Weak_transcription
HeLa_S3_Cervical_Carcinoma_Enhancers	iPS_20b_Cell_Line_Flanking_Bivalent_TSS_Enh
NHLF_Lung_Fibroblasts_Enhancers	Pancreas_Repressed_PolyComb
GM12878_Lymphoblastoid_Transcr_at_gene_5_and_3	Pancreatic_Islets_Transcr_at_gene_5_and_3
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Genic_enhancers	Fetal_Adrenal_Gland_Transcr_at_gene_5_and_3
CD8_Memory_Primary_Cells_ZNF_genes_and_repeats	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Genic_enhancers
Dnd41_TCell_Leukemia_Flanking_Active_TSS	iPS_DF_6.9_Cell_Line_Active_TSS
Adipose_Nuclei_Enhancers	Brain_Mid_Frontal_Lobe_Bivalent_Poised_TSS
H9_Derived_Neuron_Cultured_Cells_Active_TSS	CD34_Cultured_Cells_Bivalent_Poised_TSS
hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Enhancers	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Active_TSS
iPS_15b_Cell_Line_Enhancers	Aorta_Bivalent_Enhancer
Skeletal_Muscle_Male_Enhancers	Duodenum_Mucosa_Transcr_at_gene_5_and_3
Monocytes_CD14pp_RO01746_Genic_enhancers	Thymus_Heterochromatin
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3	Adult_Liver_Transcr_at_gene_5_and_3
Colon_Smooth_Muscle_Enhancers	Fetal_Intestine_Large_Weak_transcription
CD15_Primary_Cells_Transcr_at_gene_5_and_3	Brain_Hippocampus_Middle_Weak_transcription
Fetal_Thymus_ZNF_genes_and_repeats	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Genic_enhancers
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers	Rectal_Mucosa.Donor_29_Transcr_at_gene_5_and_3
K562_Leukemia_Enhancers	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Bivalent_Poised_TSS
Brain_Inferior_Temporal_Lobe_ZNF_genes_and_repeats	Gastric_Bivalent_Poised_TSS
HUVEC_Umbilical_Vein_Endothelial_Cells_Transcr_at_gene_5_and_3	CD4_Naive_Primary_Cells_Active_TSS
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Enhancers	Monocytes_CD14pp_RO01746_Active_TSS
Thymus_Genic_enhancers	Fetal_Muscle_Leg_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_ZNF_genes_and_repeats	iPS_DF_6.9_Cell_Line_Flanking_Active_TSS
HMEC_Mammary_Epithelial_Weak_Repressed_PolyComb	H9_Derived_Neuron_Cultured_Cells_Heterochromatin
Stomach_Mucosa_ZNF_genes_and_repeats	Colonic_Mucosa_Transcr_at_gene_5_and_3
GM12878_Lymphoblastoid_Weak_Repressed_PolyComb	Adult_Liver_Bivalent_Enhancer
Fetal_Brain_Male_ZNF_genes_and_repeats	iPS_18_Cell_Line_Flanking_Active_TSS
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Genic_enhancers	Monocytes_CD14pp_RO01746_Genic_enhancers
CD8_Naive_Primary_Cells_Active_TSS	Right_Ventricle_Bivalent_Poised_TSS
NH_A_Astrocytes_Active_TSS	HeLa_S3_Cervical_Carcinoma_Transcr_at_gene_5_and_3
K562_Leukemia_Weak_Repressed_PolyComb	CD34_Cultured_Cells_Genic_enhancers
Muscle_Satellite_Cultured_Cells_Transcr_at_gene_5_and_3	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS
NHEK_Epidermal_Keratinocytes_ZNF_genes_and_repeats	IMR90_Cell_Line_Flanking_Bivalent_TSS_Enh
Psoas_Muscle_Repressed_PolyComb	Gastric_Flanking_Active_TSS
Ovary_Weak_Repressed_PolyComb	Fetal_Heart_Transcr_at_gene_5_and_3
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Active_TSS	Right_Atrium_Bivalent_Poised_TSS
Pancreatic_Islets_Transcr_at_gene_5_and_3	Fetal_Intestine_Small_Bivalent_Poised_TSS
HUVEC_Umbilical_Vein_Endothelial_Cells_ZNF_genes_and_repeats	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Bivalent_TSS_Enh
HUES6_Cell_Line_Enhancers	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Heterochromatin
ES_I3_Cell_Line_ZNF_genes_and_repeats	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Bivalent_Poised_TSS
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Weak_Repressed_PolyComb	Colonic_Mucosa_Bivalent_Poised_TSS
Thymus_ZNF_genes_and_repeats	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Flanking_Bivalent_TSS_Enh
H9_Cell_Line_Bivalent_Poised_TSS	HepG2_Hepatocellular_Carcinoma_Transcr_at_gene_5_and_3
HeLa_S3_Cervical_Carcinoma_Weak_Repressed_PolyComb	Fetal_Muscle_Trunk_Bivalent_Poised_TSS
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Genic_enhancers	Fetal_Thymus_Weak_transcription
Sigmoid_Colon_ZNF_genes_and_repeats	Mobilized_CD34_Primary_Cells_Female_Bivalent_Poised_TSS
Colon_Smooth_Muscle_ZNF_genes_and_repeats	Pancreas_Bivalent_Enhancer
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Genic_enhancers	Fetal_Placenta_Bivalent_Poised_TSS
Right_Atrium_Strong_transcription	CD14_Primary_Cells_Weak_transcription
CD56_Primary_Cells_Transcr_at_gene_5_and_3	CD19_Primary_Cells_Cord_BI_Genic_enhancers
Breast_vHMEC_ZNF_genes_and_repeats	Rectal_Mucosa.Donor_29_Flanking_Bivalent_TSS_Enh
Brain_Hippocampus_Middle_Enhancers	IMR90_Cell_Line_Bivalent_Poised_TSS
Colonic_Mucosa_Active_TSS	iPS_DF_19.11_Cell_Line_Active_TSS
NH_A_Astrocytes_Enhancers	Fetal_Stomach_Transcr_at_gene_5_and_3
Brain_Substantia_Nigra_Enhancers	A549_EtOH_0.02pct_Lung_Carcinoma_Bivalent_Poised_TSS
CD4_Memory_Primary_Cells_ZNF_genes_and_repeats	ES_WA7_Cell_Line_Bivalent_Poised_TSS
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Active_TSS	CD56_Primary_Cells_Genic_enhancers
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Transcr_at_gene_5_and_3	Gastric_Bivalent_Enhancer
NHEK_Epidermal_Keratinocytes_Transcr_at_gene_5_and_3	H1_BMP4_Derived_Trophoblast_Cultured_Cells_ZNF_genes_and_repeats
Brain_Anterior_Caudate_ZNF_genes_and_repeats	Ovary_Heterochromatin
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Transcr_at_gene_5_and_3	Dnd41_TCell_Leukemia_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__Th_Primary_Cells_Weak_Repressed_PolyComb	Gastric_Flanking_Bivalent_TSS_Enh
CD14_Primary_Cells_Transcr_at_gene_5_and_3	CD3_Primary_Cells_Cord_BI_Bivalent_Poised_TSS
Placenta_Amnion_Enhancers	Fetal_Muscle_Leg_Genic_enhancers
H1_BMP4_Derived_Trophoblast_Cultured_Cells_Active_TSS	Fetal_Intestine_Large_Bivalent_Poised_TSS
Duodenum_Mucosa_Genic_enhancers	Brain_Substantia_Nigra_Weak_transcription
Breast_vHMEC_Genic_enhancers	Fetal_Muscle_Trunk_Active_TSS
HUES48_Cell_Line_Transcr_at_gene_5_and_3	CD56_Primary_Cells_Weak_transcription
HUES6_Cell_Line_Genic_enhancers	Muscle_Satellite_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Rectal_Mucosa.Donor_29_Active_TSS	Fetal_Lung_Flanking_Bivalent_TSS_Enh
NH_A_Astrocytes_Genic_enhancers	Peripheral_Blood_Mononuclear_Primary_Cells_Genic_enhancers
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Weak_Repressed_PolyComb	H9_Cell_Line_ZNF_genes_and_repeats
ES_I3_Cell_Line_Enhancers	CD15_Primary_Cells_Bivalent_Poised_TSS
HSMM_Skeletal_Muscle_Myoblasts_ZNF_genes_and_repeats	Fetal_Muscle_Leg_Bivalent_Poised_TSS
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_ZNF_genes_and_repeats	Neurosphere_Cultured_Cells_Cortex_Derived_Genic_enhancers
Rectal_Mucosa.Donor_31_Active_TSS	Brain_Germinal_Matrix_Transcr_at_gene_5_and_3
Skeletal_Muscle_Male_Transcr_at_gene_5_and_3	Colonic_Mucosa_Genic_enhancers
Rectal_Mucosa.Donor_31_Genic_enhancers	A549_EtOH_0.02pct_Lung_Carcinoma_Transcr_at_gene_5_and_3
HeLa_S3_Cervical_Carcinoma_Genic_enhancers	Fetal_Muscle_Trunk_Genic_enhancers
iPS_20b_Cell_Line_Bivalent_Poised_TSS	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Quiescent_Low
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Active_TSS	CD8_Memory_Primary_Cells_Active_TSS
Duodenum_Mucosa_Active_TSS	CD8_Memory_Primary_Cells_Quiescent_Low
CD4_Naive_Primary_Cells_ZNF_genes_and_repeats	Colonic_Mucosa_Quiescent_Low
Lung_Repressed_PolyComb	ES_WA7_Cell_Line_Flanking_Bivalent_TSS_Enh
Stomach_Smooth_Muscle_ZNF_genes_and_repeats	ES_WA7_Cell_Line_Quiescent_Low
Mobilized_CD34_Primary_Cells_Female_Flanking_Active_TSS	ES_WA7_Cell_Line_Transcr_at_gene_5_and_3
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Genic_enhancers	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Quiescent_Low
